market_id,county,season,primary_animal_type,weekly_animal_throughput,vaccination_coverage_pct,distance_to_water_source_km,vet_inspections_per_month,prev_outbreaks_2yr,market_density_score,outbreak_risk_flag
MKT-1694,Marsabit,Dry Season,Sheep,14,78.6,14.7,1,0,6,0
MKT-1695,Marsabit,Dry Season,Camels,12,47.6,1.8,3,0,2,0
MKT-1696,Samburu,Short Rains,Camels,10,70.5,9.4,2,0,6,0
MKT-1697,Narok,Long Rains,Camels,19,61.7,3.9,3,0,6,0
MKT-1698,Isiolo,Long Rains,Camels,12,36.6,22.9,3,0,2,0
MKT-1699,Baringo,Short Rains,Mixed,26,22.7,0.7,0,0,5,1
MKT-1700,Garissa,Short Rains,Goats,10,84.9,0.5,1,0,7,0
MKT-1701,Mandera,Long Rains,Goats,10,50.7,1.1,3,1,9,1
MKT-1702,Turkana,Dry Season,Sheep,12,10.0,12.2,3,0,3,0
MKT-1703,Samburu,Dry Season,Goats,29,16.6,20.5,2,0,7,0
MKT-1704,Laikipia,Short Rains,Camels,10,50.4,13.8,2,1,3,1
MKT-1705,Laikipia,Dry Season,Mixed,10,26.1,10.1,1,0,2,0
MKT-1706,Isiolo,Dry Season,Camels,12,36.7,0.5,0,1,4,1
MKT-1707,Garissa,Long Rains,Cattle,13,36.9,1.9,0,1,8,1
MKT-1708,Wajir,Short Rains,Mixed,10,14.2,21.9,1,0,5,0
MKT-1709,Turkana,Dry Season,Cattle,10,20.2,7.8,3,0,8,0
MKT-1710,Garissa,Dry Season,Cattle,12,23.4,5.1,1,0,6,1
MKT-1711,Wajir,Dry Season,Sheep,25,39.5,8.5,1,0,1,1
MKT-1712,Garissa,Long Rains,Cattle,10,33.0,1.6,1,0,3,0
MKT-1713,Laikipia,Long Rains,Goats,10,51.1,17.9,1,2,8,0
MKT-1714,Laikipia,Short Rains,Goats,11,59.1,8.5,0,0,4,0
MKT-1715,Kajiado,Dry Season,Cattle,10,16.4,5.1,0,0,2,1
MKT-1716,Narok,Short Rains,Sheep,10,17.0,4.9,1,0,8,1
MKT-1717,West Pokot,Short Rains,Cattle,10,67.8,13.8,1,0,5,0
MKT-1718,Narok,Long Rains,Mixed,10,20.3,2.9,0,3,1,1
MKT-1719,Isiolo,Long Rains,Mixed,10,44.4,1.2,4,0,8,0
MKT-1720,Wajir,Short Rains,Mixed,10,27.9,1.6,0,0,9,0
MKT-1721,Laikipia,Long Rains,Mixed,10,51.6,0.7,1,0,8,1
MKT-1722,Narok,Long Rains,Cattle,10,14.7,5.7,3,0,1,0
MKT-1723,Kajiado,Long Rains,Camels,10,33.9,9.0,4,1,6,1
MKT-1724,Baringo,Short Rains,Camels,10,23.9,21.7,3,0,6,1
MKT-1725,Laikipia,Long Rains,Mixed,10,16.2,11.1,3,0,7,0
MKT-1726,Kajiado,Short Rains,Sheep,10,26.8,7.0,1,0,1,0
MKT-1727,Marsabit,Short Rains,Sheep,10,20.7,16.0,2,0,8,0
MKT-1728,Garissa,Dry Season,Cattle,10,45.0,17.8,2,0,4,0
MKT-1729,West Pokot,Long Rains,Camels,10,45.8,10.0,0,0,4,0
MKT-1730,West Pokot,Short Rains,Cattle,31,26.1,0.5,4,0,10,0
MKT-1731,Narok,Long Rains,Goats,16,64.8,2.8,5,0,4,0
MKT-1732,Baringo,Short Rains,Mixed,12,10.3,3.3,1,0,6,1
MKT-1733,Kajiado,Short Rains,Goats,20,44.7,47.6,0,0,6,0
MKT-1734,Wajir,Long Rains,Goats,13,48.1,5.0,0,1,6,1
MKT-1735,Turkana,Dry Season,Sheep,16,24.5,11.5,1,0,2,0
MKT-1736,Baringo,Dry Season,Camels,11,31.5,13.4,2,0,5,1
MKT-1737,West Pokot,Long Rains,Mixed,10,51.6,8.5,2,2,2,0
MKT-1738,Mandera,Long Rains,Cattle,10,40.1,0.5,2,1,6,1
MKT-1739,Marsabit,Dry Season,Mixed,21,26.3,0.5,3,1,7,1
MKT-1740,Samburu,Short Rains,Cattle,10,14.4,13.7,3,0,6,0
MKT-1741,Laikipia,Short Rains,Cattle,15,31.3,10.8,3,0,3,0
MKT-1742,Laikipia,Dry Season,Camels,12,82.4,6.1,1,0,10,0
MKT-1743,Marsabit,Long Rains,Goats,12,24.6,2.3,0,2,10,1
MKT-1744,Laikipia,Dry Season,Cattle,10,48.3,0.7,1,0,5,0
MKT-1745,Turkana,Short Rains,Camels,10,50.0,1.4,0,0,9,0
MKT-1746,West Pokot,Long Rains,Goats,10,25.5,6.9,2,0,6,1
MKT-1747,Garissa,Dry Season,Goats,17,39.0,6.3,3,1,3,1
MKT-1748,Laikipia,Long Rains,Mixed,10,52.3,22.7,0,0,9,0
MKT-1749,Samburu,Long Rains,Mixed,23,48.8,25.2,2,0,5,0
MKT-1750,Marsabit,Short Rains,Mixed,10,28.9,6.9,2,0,1,0
MKT-1751,Laikipia,Short Rains,Sheep,15,46.1,14.7,2,0,10,0
MKT-1752,Samburu,Short Rains,Goats,10,17.5,13.4,2,0,3,0
MKT-1753,Baringo,Long Rains,Sheep,10,6.5,11.2,2,1,3,0
MKT-1754,Marsabit,Dry Season,Mixed,10,35.0,4.6,2,0,2,0
MKT-1755,Samburu,Dry Season,Camels,22,16.3,3.9,2,0,2,0
MKT-1756,Baringo,Long Rains,Mixed,14,23.7,2.5,3,0,9,0
MKT-1757,Turkana,Dry Season,Cattle,10,31.0,22.1,0,0,3,0
MKT-1758,Kajiado,Long Rains,Camels,10,53.3,14.4,1,0,10,0
MKT-1759,Mandera,Long Rains,Camels,10,16.3,1.6,2,0,4,1
MKT-1760,Mandera,Short Rains,Goats,10,42.5,2.3,3,0,6,0
MKT-1761,Marsabit,Dry Season,Sheep,10,20.5,7.0,0,1,10,1
MKT-1762,Turkana,Short Rains,Cattle,10,91.8,4.3,1,1,9,1
MKT-1763,Laikipia,Long Rains,Camels,15,52.6,1.9,2,1,1,1
MKT-1764,Narok,Dry Season,Sheep,16,16.6,12.5,1,1,3,0
MKT-1765,Narok,Short Rains,Sheep,10,40.4,0.5,0,0,3,0
MKT-1766,Marsabit,Short Rains,Cattle,15,33.4,3.4,2,0,6,1
MKT-1767,Garissa,Short Rains,Cattle,14,26.3,21.2,1,0,9,0
MKT-1768,Garissa,Long Rains,Mixed,20,35.8,11.4,1,1,9,1
MKT-1769,Marsabit,Short Rains,Mixed,10,53.5,4.1,1,2,5,0
MKT-1770,Samburu,Long Rains,Camels,14,82.8,21.1,3,0,9,0
MKT-1771,Baringo,Long Rains,Camels,10,60.7,18.5,0,0,6,0
MKT-1772,West Pokot,Long Rains,Camels,17,27.9,0.5,1,0,5,1
MKT-1773,Garissa,Short Rains,Mixed,18,11.9,1.1,3,2,8,0
MKT-1774,Garissa,Dry Season,Camels,28,22.4,3.9,0,1,7,1
MKT-1775,Garissa,Long Rains,Camels,14,47.2,21.2,4,2,7,1
MKT-1776,Wajir,Dry Season,Mixed,10,52.8,14.9,1,1,4,1
MKT-1777,Laikipia,Dry Season,Mixed,24,45.6,0.5,2,1,10,1
MKT-1778,West Pokot,Long Rains,Camels,10,42.0,5.7,0,1,1,0
MKT-1779,West Pokot,Short Rains,Camels,10,34.5,10.2,1,0,5,0
MKT-1780,Narok,Long Rains,Sheep,24,75.7,2.6,2,0,9,0
MKT-1781,Garissa,Dry Season,Goats,14,56.6,10.3,2,0,8,0
MKT-1782,Isiolo,Long Rains,Mixed,13,35.9,3.7,0,1,4,1
MKT-1783,Samburu,Short Rains,Goats,24,64.7,2.6,1,1,10,1
MKT-1784,Turkana,Short Rains,Mixed,10,27.1,4.0,0,0,9,0
MKT-1785,Marsabit,Long Rains,Sheep,12,40.5,24.1,0,0,6,0
MKT-1786,Garissa,Short Rains,Goats,10,48.6,18.9,2,0,7,0
MKT-1787,Baringo,Dry Season,Sheep,15,46.5,19.6,3,0,10,0
MKT-1788,Turkana,Short Rains,Cattle,25,16.3,19.9,3,1,10,0
MKT-1789,Mandera,Long Rains,Goats,16,31.9,1.6,1,0,10,1
MKT-1790,Mandera,Dry Season,Goats,14,66.7,18.1,1,0,8,0
MKT-1791,Laikipia,Dry Season,Goats,11,29.7,1.9,1,0,1,0
MKT-1792,Isiolo,Long Rains,Cattle,18,67.4,14.6,1,1,4,1
MKT-1793,Laikipia,Short Rains,Cattle,11,33.2,6.2,0,1,6,1
MKT-1794,Baringo,Short Rains,Sheep,11,20.9,2.2,0,0,4,1
MKT-1795,Laikipia,Long Rains,Cattle,10,19.2,4.1,0,1,3,1
MKT-1796,Isiolo,Long Rains,Mixed,14,39.1,4.5,3,1,5,0
MKT-1797,Turkana,Long Rains,Camels,11,19.4,10.6,2,0,4,1
MKT-1798,Marsabit,Short Rains,Goats,10,55.0,7.5,0,1,5,0
MKT-1799,Garissa,Dry Season,Sheep,16,33.4,13.6,0,0,2,1
MKT-1800,Garissa,Short Rains,Sheep,15,66.7,4.0,1,0,3,0
MKT-1801,Marsabit,Long Rains,Sheep,10,32.2,10.9,1,2,8,0
MKT-1802,Laikipia,Dry Season,Sheep,22,69.7,12.6,3,1,8,0
MKT-1803,Mandera,Dry Season,Goats,18,63.0,0.5,0,1,10,0
MKT-1804,Mandera,Long Rains,Sheep,13,17.6,3.8,3,1,8,1
MKT-1805,Isiolo,Short Rains,Goats,10,11.6,17.4,1,0,3,1
MKT-1806,Turkana,Dry Season,Sheep,10,11.6,9.8,0,1,1,0
MKT-1807,Laikipia,Short Rains,Sheep,16,18.7,4.3,4,0,2,1
MKT-1808,Baringo,Dry Season,Camels,10,63.5,1.6,2,0,3,0
MKT-1809,Garissa,Dry Season,Mixed,10,5.8,0.8,2,3,2,0
MKT-1810,Baringo,Short Rains,Cattle,10,17.9,2.1,1,0,3,1
MKT-1811,Wajir,Dry Season,Cattle,10,51.6,2.2,0,0,7,0
MKT-1812,Kajiado,Dry Season,Cattle,14,47.1,3.7,4,1,5,0
MKT-1813,Isiolo,Long Rains,Mixed,10,16.2,1.6,2,1,5,1
MKT-1814,Isiolo,Long Rains,Goats,10,49.8,1.3,4,0,2,0
MKT-1815,Narok,Dry Season,Cattle,16,58.3,14.9,2,0,9,0
MKT-1816,Turkana,Long Rains,Cattle,11,35.1,2.3,1,0,9,1
MKT-1817,Narok,Dry Season,Cattle,11,49.5,6.6,0,1,1,1
MKT-1818,Narok,Long Rains,Goats,27,70.6,1.8,2,0,8,0
MKT-1819,Isiolo,Short Rains,Mixed,10,73.7,5.4,3,0,8,0
MKT-1820,Turkana,Short Rains,Mixed,10,33.4,2.6,4,0,9,1
MKT-1821,Baringo,Short Rains,Goats,10,16.2,0.7,1,0,2,0
MKT-1822,Garissa,Short Rains,Camels,15,53.4,32.2,0,0,6,0
MKT-1823,Kajiado,Short Rains,Sheep,10,30.0,4.9,2,0,2,0
MKT-1824,Baringo,Long Rains,Goats,14,46.9,4.0,3,0,1,0
MKT-1825,Isiolo,Short Rains,Sheep,16,19.6,1.8,4,0,7,0
MKT-1826,Wajir,Dry Season,Mixed,10,38.8,5.5,1,0,3,0
MKT-1827,Laikipia,Dry Season,Sheep,13,41.7,8.1,1,0,8,0
MKT-1828,Samburu,Long Rains,Cattle,16,10.3,2.9,3,1,3,0
MKT-1829,Isiolo,Long Rains,Sheep,11,41.7,5.2,3,1,2,1
MKT-1830,Wajir,Short Rains,Sheep,13,5.4,2.2,1,0,8,1
MKT-1831,Samburu,Long Rains,Mixed,10,65.0,6.0,4,0,8,0
MKT-1832,Marsabit,Long Rains,Camels,10,55.3,12.4,2,0,10,0
MKT-1833,Garissa,Dry Season,Sheep,10,23.9,0.5,1,1,1,0
MKT-1834,West Pokot,Short Rains,Mixed,17,37.7,5.8,0,2,1,1
MKT-1835,Marsabit,Dry Season,Cattle,14,10.2,4.1,1,0,10,0
MKT-1836,Isiolo,Dry Season,Sheep,10,78.7,0.6,0,0,3,0
MKT-1837,Wajir,Long Rains,Sheep,10,50.4,22.6,2,0,10,0
MKT-1838,Baringo,Short Rains,Cattle,10,54.4,2.4,1,0,4,0
MKT-1839,Isiolo,Long Rains,Goats,10,66.5,6.7,0,0,8,0
MKT-1840,Laikipia,Long Rains,Camels,17,4.9,3.7,3,1,8,1
MKT-1841,Mandera,Long Rains,Cattle,10,58.6,2.5,3,2,8,0
MKT-1842,Garissa,Long Rains,Cattle,20,28.7,6.0,1,0,7,0
MKT-1843,Garissa,Short Rains,Cattle,15,38.3,9.3,2,1,1,1
MKT-1844,Samburu,Short Rains,Goats,10,37.6,12.3,2,0,1,1
MKT-1845,Laikipia,Short Rains,Cattle,15,78.3,8.0,2,0,5,0
MKT-1846,Laikipia,Short Rains,Goats,10,25.8,6.0,2,0,5,1
MKT-1847,Wajir,Short Rains,Camels,10,7.7,12.0,2,1,5,1
MKT-1848,Samburu,Short Rains,Goats,26,45.4,5.8,3,0,1,0
MKT-1849,Kajiado,Short Rains,Camels,10,60.7,29.3,4,0,3,0
MKT-1850,Samburu,Dry Season,Camels,10,13.1,6.0,1,1,1,0
MKT-1851,Garissa,Dry Season,Camels,10,41.9,3.1,0,0,2,0
MKT-1852,Narok,Long Rains,Mixed,13,52.9,4.7,3,0,8,0
MKT-1853,West Pokot,Long Rains,Camels,14,27.0,5.4,2,0,4,1
MKT-1854,Baringo,Dry Season,Goats,20,64.1,2.7,6,1,4,0
MKT-1855,Baringo,Long Rains,Mixed,12,65.2,1.4,2,0,5,0
MKT-1856,Baringo,Short Rains,Cattle,10,33.0,4.5,5,0,2,0
MKT-1857,Marsabit,Dry Season,Cattle,10,50.8,18.2,1,0,9,0
MKT-1858,Isiolo,Long Rains,Sheep,10,20.8,2.4,0,1,10,1
MKT-1859,Wajir,Long Rains,Camels,10,10.3,3.6,0,0,9,0
MKT-1860,West Pokot,Dry Season,Sheep,10,33.4,11.3,2,1,3,0
MKT-1861,Turkana,Long Rains,Camels,10,27.5,0.7,1,0,1,1
MKT-1862,Garissa,Dry Season,Camels,15,56.2,13.9,1,1,2,0
MKT-1863,Samburu,Long Rains,Goats,17,15.9,10.2,3,2,8,0
MKT-1864,Wajir,Long Rains,Goats,10,49.0,6.4,0,1,8,1
MKT-1865,Baringo,Long Rains,Cattle,10,7.1,1.9,1,0,2,1
MKT-1866,Narok,Dry Season,Mixed,11,18.1,0.8,2,0,10,0
MKT-1867,Turkana,Short Rains,Cattle,10,32.1,2.1,3,0,5,0
MKT-1868,West Pokot,Long Rains,Camels,10,82.6,11.5,2,1,9,1
MKT-1869,Isiolo,Dry Season,Mixed,10,21.1,21.7,2,1,4,1
MKT-1870,Isiolo,Long Rains,Sheep,10,12.9,10.7,3,1,1,1
MKT-1871,Samburu,Short Rains,Camels,10,56.9,6.0,1,1,1,0
MKT-1872,Mandera,Short Rains,Goats,12,45.5,24.1,1,0,6,0
MKT-1873,Garissa,Dry Season,Cattle,11,61.6,14.1,0,0,7,0
MKT-1874,Garissa,Dry Season,Cattle,26,13.1,8.5,1,0,9,1
MKT-1875,Turkana,Long Rains,Sheep,10,32.6,0.5,0,1,6,1
MKT-1876,West Pokot,Long Rains,Cattle,10,43.6,2.7,0,0,10,0
MKT-1877,Laikipia,Short Rains,Cattle,10,68.6,2.9,2,1,5,0
MKT-1878,West Pokot,Long Rains,Mixed,18,20.2,3.4,1,0,5,0
MKT-1879,Samburu,Long Rains,Camels,10,26.5,3.9,1,2,3,1
MKT-1880,Garissa,Dry Season,Mixed,10,70.1,22.4,0,0,4,0
MKT-1881,Turkana,Dry Season,Mixed,18,20.9,10.8,3,3,3,0
MKT-1882,Wajir,Dry Season,Cattle,10,51.1,9.4,2,0,10,0
MKT-1883,Isiolo,Short Rains,Camels,20,42.1,4.4,0,0,10,0
MKT-1884,Laikipia,Long Rains,Cattle,14,22.3,3.3,2,1,9,1
MKT-1885,Wajir,Short Rains,Cattle,10,21.2,1.0,2,0,7,1
MKT-1886,Isiolo,Short Rains,Mixed,15,14.5,4.8,0,0,1,1
MKT-1887,Wajir,Short Rains,Goats,10,52.8,1.8,3,0,5,0
MKT-1888,Garissa,Long Rains,Goats,24,70.8,4.0,2,0,1,0
MKT-1889,Baringo,Dry Season,Mixed,10,15.2,1.4,0,3,4,1
MKT-1890,Mandera,Long Rains,Mixed,10,62.1,3.4,0,0,10,0
MKT-1891,West Pokot,Dry Season,Cattle,10,43.2,0.5,3,0,1,0
MKT-1892,Laikipia,Short Rains,Camels,13,84.0,0.5,1,0,9,0
MKT-1893,Marsabit,Long Rains,Cattle,16,34.6,16.3,2,0,9,1
MKT-1894,Turkana,Long Rains,Cattle,13,12.5,8.2,2,2,4,1
MKT-1895,Turkana,Short Rains,Sheep,10,49.1,7.1,2,0,1,1
MKT-1896,Turkana,Dry Season,Cattle,10,55.7,5.8,1,0,6,0
MKT-1897,Baringo,Long Rains,Camels,10,35.2,10.4,3,1,5,0
MKT-1898,Wajir,Dry Season,Cattle,10,22.5,10.7,3,1,4,0
MKT-1899,Garissa,Long Rains,Mixed,13,29.6,21.9,1,0,2,0
MKT-1900,Laikipia,Short Rains,Camels,10,27.5,2.2,1,0,6,0
MKT-1901,Wajir,Short Rains,Mixed,10,39.0,12.3,0,0,7,0
MKT-1902,Baringo,Dry Season,Sheep,20,71.2,37.8,0,0,1,0
MKT-1903,Isiolo,Short Rains,Sheep,17,42.5,0.5,4,1,3,0
MKT-1904,Isiolo,Dry Season,Camels,15,47.1,3.7,2,0,7,0
MKT-1905,West Pokot,Long Rains,Goats,29,44.1,4.6,2,1,10,0
MKT-1906,Marsabit,Short Rains,Goats,21,38.7,13.8,2,0,6,0
MKT-1907,Narok,Long Rains,Camels,19,32.2,0.5,1,0,2,1
MKT-1908,Kajiado,Short Rains,Camels,24,80.5,7.3,2,0,8,0
MKT-1909,Marsabit,Short Rains,Mixed,10,61.4,17.8,0,1,6,1
MKT-1910,Garissa,Dry Season,Sheep,10,55.5,1.3,1,0,1,0
MKT-1911,Kajiado,Long Rains,Camels,10,48.6,1.0,3,1,7,0
MKT-1912,Turkana,Long Rains,Cattle,10,32.0,50.0,3,0,9,0
MKT-1913,Turkana,Short Rains,Mixed,10,37.4,14.0,0,0,8,1
MKT-1914,Narok,Short Rains,Sheep,13,78.7,9.6,1,0,7,0
MKT-1915,Mandera,Long Rains,Mixed,10,39.3,4.1,1,1,8,0
MKT-1916,Marsabit,Long Rains,Sheep,10,39.5,15.4,1,0,8,0
MKT-1917,Laikipia,Dry Season,Cattle,19,47.1,20.5,2,0,4,0
MKT-1918,Laikipia,Long Rains,Sheep,18,25.1,10.5,0,0,5,0
MKT-1919,Turkana,Dry Season,Mixed,10,56.8,4.1,1,0,5,0
MKT-1920,Isiolo,Short Rains,Sheep,18,28.6,7.0,0,0,8,1
MKT-1921,West Pokot,Short Rains,Mixed,10,20.9,0.8,1,1,10,0
MKT-1922,Garissa,Short Rains,Camels,14,47.1,1.4,2,0,9,0
MKT-1923,Wajir,Dry Season,Cattle,10,20.8,12.2,0,1,8,1
MKT-1924,Samburu,Dry Season,Mixed,12,35.8,0.5,1,0,2,0
MKT-1925,Laikipia,Short Rains,Goats,10,70.9,0.5,2,2,7,0
MKT-1926,Isiolo,Short Rains,Goats,17,56.0,5.7,2,1,3,1
MKT-1927,Wajir,Dry Season,Sheep,11,74.3,1.5,2,1,2,0
MKT-1928,West Pokot,Dry Season,Camels,15,18.1,2.8,1,1,2,1
MKT-1929,Kajiado,Dry Season,Camels,24,34.3,4.1,2,0,10,1
MKT-1930,Samburu,Short Rains,Goats,22,92.6,5.9,2,1,2,1
MKT-1931,Baringo,Long Rains,Sheep,10,33.6,2.7,1,0,3,1
MKT-1932,Wajir,Dry Season,Camels,10,29.3,5.3,1,0,4,0
MKT-1933,Garissa,Short Rains,Camels,10,21.9,3.7,3,0,6,0
MKT-1934,Laikipia,Long Rains,Sheep,10,68.2,0.7,1,1,1,0
MKT-1935,Samburu,Long Rains,Mixed,14,21.6,16.1,1,0,10,0
MKT-1936,Baringo,Short Rains,Goats,27,24.5,2.6,3,1,8,0
MKT-1937,Narok,Dry Season,Camels,14,38.8,7.5,1,2,8,1
MKT-1938,Wajir,Dry Season,Mixed,10,62.7,6.7,2,1,4,0
MKT-1939,Baringo,Long Rains,Mixed,10,41.6,1.8,1,0,1,1
MKT-1940,Samburu,Short Rains,Mixed,32,42.1,0.5,2,1,6,1
MKT-1941,Baringo,Dry Season,Mixed,16,46.5,15.6,3,1,7,0
MKT-1942,Turkana,Short Rains,Cattle,29,56.2,5.5,2,0,1,0
MKT-1943,West Pokot,Short Rains,Cattle,10,19.6,4.3,1,0,8,0
MKT-1944,Mandera,Long Rains,Sheep,10,53.7,11.5,0,0,4,0
MKT-1945,Samburu,Long Rains,Goats,10,47.2,0.5,2,1,1,0
MKT-1946,Wajir,Short Rains,Sheep,11,89.1,11.6,0,0,9,0
MKT-1947,Mandera,Long Rains,Cattle,10,72.0,4.2,2,0,8,0
MKT-1948,Laikipia,Short Rains,Sheep,12,45.3,6.4,1,0,9,0
MKT-1949,Isiolo,Dry Season,Sheep,24,25.6,11.2,1,2,4,1
MKT-1950,Isiolo,Dry Season,Mixed,12,41.8,6.3,1,1,8,0
MKT-1951,Laikipia,Dry Season,Camels,10,46.1,0.5,2,0,8,0
MKT-1952,Wajir,Long Rains,Cattle,10,37.2,10.4,0,1,10,1
MKT-1953,Kajiado,Short Rains,Cattle,10,24.7,12.3,1,2,2,1
MKT-1954,Garissa,Dry Season,Sheep,10,10.4,5.0,0,0,10,0
MKT-1955,Mandera,Dry Season,Camels,10,68.7,4.6,2,0,8,0
MKT-1956,Wajir,Short Rains,Sheep,13,17.6,2.3,2,1,6,1
MKT-1957,Marsabit,Long Rains,Goats,12,54.1,8.3,0,0,3,1
MKT-1958,Samburu,Long Rains,Cattle,14,34.2,17.1,0,0,8,1
MKT-1959,West Pokot,Long Rains,Mixed,10,58.5,8.5,1,0,1,1
MKT-1960,Turkana,Long Rains,Mixed,10,10.5,11.8,3,1,2,1
MKT-1961,Mandera,Dry Season,Mixed,10,30.2,14.5,1,0,7,0
MKT-1962,Wajir,Short Rains,Cattle,10,14.9,2.1,1,1,8,1
MKT-1963,Baringo,Long Rains,Cattle,28,34.3,4.1,3,1,9,1
MKT-1964,West Pokot,Dry Season,Mixed,12,88.4,4.6,1,0,1,0
MKT-1965,Kajiado,Long Rains,Cattle,10,63.6,6.5,1,0,9,0
MKT-1966,Turkana,Dry Season,Mixed,10,52.4,0.5,2,0,2,0
MKT-1967,Laikipia,Short Rains,Goats,18,14.8,7.1,0,0,8,1
MKT-1968,Mandera,Dry Season,Goats,10,73.1,0.7,1,0,7,0
MKT-1969,Samburu,Short Rains,Goats,10,47.9,13.1,4,0,6,0
MKT-1970,Kajiado,Dry Season,Sheep,10,42.9,26.4,0,1,6,0
MKT-1971,Isiolo,Short Rains,Sheep,10,75.6,2.7,1,0,3,0
MKT-1972,Baringo,Long Rains,Camels,12,46.4,5.7,1,1,5,0
MKT-1973,Samburu,Long Rains,Camels,19,63.4,13.9,1,1,2,0
MKT-1974,Samburu,Long Rains,Camels,10,10.9,3.0,1,0,5,1
MKT-1975,Marsabit,Short Rains,Goats,16,19.9,1.4,5,0,3,0
MKT-1976,Turkana,Dry Season,Goats,12,19.1,10.7,2,0,9,0
MKT-1977,Laikipia,Long Rains,Goats,18,18.6,9.6,2,0,1,1
MKT-1978,Laikipia,Dry Season,Cattle,10,18.8,6.8,0,2,3,0
MKT-1979,West Pokot,Short Rains,Cattle,10,35.5,23.1,3,1,1,0
MKT-1980,Baringo,Dry Season,Goats,14,55.6,24.8,2,2,9,0
MKT-1981,Kajiado,Long Rains,Mixed,10,21.4,15.8,3,0,5,0
MKT-1982,Laikipia,Dry Season,Camels,15,47.8,2.8,0,0,7,0
MKT-1983,Samburu,Long Rains,Sheep,10,65.5,2.0,0,1,3,0
MKT-1984,Turkana,Short Rains,Camels,10,31.7,14.5,1,0,9,0
MKT-1985,Garissa,Long Rains,Mixed,16,21.4,8.4,0,1,1,1
MKT-1986,Laikipia,Dry Season,Cattle,17,45.3,4.0,0,0,10,0
MKT-1987,Isiolo,Dry Season,Goats,26,7.9,4.2,3,2,1,0
MKT-1988,Samburu,Dry Season,Cattle,10,50.0,15.4,3,1,4,0
MKT-1989,Kajiado,Short Rains,Cattle,10,47.5,1.4,1,0,6,0
MKT-1990,Wajir,Long Rains,Mixed,10,18.1,23.1,2,0,9,1
MKT-1991,Baringo,Dry Season,Cattle,10,45.1,8.0,2,0,9,0
MKT-1992,Samburu,Short Rains,Cattle,10,45.1,12.5,0,1,2,1
MKT-1993,Isiolo,Short Rains,Camels,10,32.3,3.7,2,0,5,0
MKT-1994,Samburu,Dry Season,Camels,10,47.6,7.1,1,0,5,0
MKT-1995,Mandera,Long Rains,Mixed,10,13.2,11.1,0,0,2,0
MKT-1996,Laikipia,Dry Season,Goats,10,48.7,4.6,0,2,9,0
MKT-1997,Marsabit,Long Rains,Camels,11,38.5,5.4,1,1,9,0
MKT-1998,Isiolo,Dry Season,Cattle,28,89.9,7.0,3,0,4,0
MKT-1999,Garissa,Dry Season,Sheep,10,22.3,0.5,2,0,3,0
MKT-2000,Mandera,Dry Season,Camels,25,30.5,15.9,3,2,5,0
MKT-2001,Samburu,Short Rains,Sheep,10,38.9,16.1,3,0,5,0
MKT-2002,Turkana,Short Rains,Goats,10,65.8,2.6,2,1,7,0
MKT-2003,Mandera,Dry Season,Cattle,19,4.9,17.0,0,0,8,1
MKT-2004,Garissa,Long Rains,Camels,12,38.2,10.9,3,0,5,0
MKT-2005,Narok,Dry Season,Goats,11,19.6,5.3,2,2,8,0
MKT-2006,Baringo,Long Rains,Mixed,10,60.9,3.4,2,0,1,0
MKT-2007,Narok,Short Rains,Goats,15,25.5,4.1,1,0,9,1
MKT-2008,Narok,Long Rains,Mixed,10,18.2,6.1,1,0,3,1
MKT-2009,Marsabit,Short Rains,Mixed,10,15.2,4.3,2,2,7,0
MKT-2010,Laikipia,Dry Season,Camels,10,31.6,4.4,1,0,2,0
MKT-2011,Marsabit,Dry Season,Sheep,11,13.7,1.8,0,1,2,0
MKT-2012,Mandera,Short Rains,Mixed,15,17.4,9.8,2,0,5,1
MKT-2013,Wajir,Long Rains,Cattle,10,24.0,7.5,2,0,7,0
MKT-2014,Mandera,Dry Season,Camels,10,55.1,38.5,1,1,9,0
MKT-2015,Baringo,Dry Season,Mixed,18,57.4,1.2,0,0,3,0
MKT-2016,West Pokot,Long Rains,Camels,10,41.7,1.0,2,0,3,0
MKT-2017,Laikipia,Long Rains,Cattle,10,68.5,5.8,4,0,4,0
MKT-2018,Kajiado,Dry Season,Camels,10,41.5,1.3,1,0,8,0
MKT-2019,Wajir,Long Rains,Camels,13,16.6,7.5,0,1,2,1
MKT-2020,Laikipia,Dry Season,Mixed,10,79.2,1.7,1,0,6,0
MKT-2021,Kajiado,Dry Season,Goats,24,39.1,5.3,1,1,8,1
MKT-2022,Narok,Dry Season,Camels,10,63.5,7.6,4,0,9,0
MKT-2023,Samburu,Dry Season,Mixed,10,46.2,4.9,2,0,2,0
MKT-2024,West Pokot,Dry Season,Cattle,15,45.5,3.1,0,1,7,0
MKT-2025,Turkana,Short Rains,Cattle,10,29.3,12.2,3,1,3,0
MKT-2026,Laikipia,Short Rains,Goats,13,75.8,15.4,0,1,3,0
MKT-2027,Samburu,Short Rains,Cattle,11,60.8,2.6,1,0,5,1
MKT-2028,Samburu,Short Rains,Mixed,10,8.5,13.4,3,2,10,0
MKT-2029,Kajiado,Short Rains,Goats,14,36.3,4.0,1,0,8,0
MKT-2030,Garissa,Long Rains,Mixed,18,61.5,5.3,1,0,5,0
MKT-2031,Wajir,Short Rains,Goats,20,24.4,2.1,1,0,8,1
MKT-2032,Marsabit,Long Rains,Goats,10,38.5,7.9,0,1,4,0
